epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.001,0.7085459650902266,0.633705989415,0.9661098622077005,0.27743170651492277,0.42481249037111585
1,0.001,0.49606808618213355,0.633132881805448,0.5756946444178427,0.8645832303925169,0.9272116473831568
2,0.001,0.42840331089630557,0.6264669814337878,0.3625304147850868,0.6053685178916155,0.7528779998526611
3,0.001,0.4100336792428842,0.6250604785558919,0.4910404394125805,0.5873178704043286,0.7386370410892416
4,0.001,0.393146166640721,0.6248724692315447,0.3685212681413363,0.5975639730470065,0.746698091468947
5,0.001,0.39122739903042825,0.6109291156110974,0.3619549321062738,0.6805578946955543,0.8090126701967166
6,0.001,0.38579946672648524,0.616769442779356,0.357048921078943,0.5833568160787317,0.7353949030558448
7,0.001,0.3863308205363456,0.6243652581531216,0.3604568587668115,0.5929989157759222,0.7431475143955617
8,0.001,0.3841621197676391,0.608351921111461,0.35928017050860317,0.6110203110282313,0.7572619914158322
9,0.001,0.38172929725620186,0.6109793345361404,0.35648317460241263,0.6172100102734808,0.7620201455897165
10,0.001,0.3827120963944478,0.6135313421009808,0.3584597267252107,0.6093399859204967,0.7560060804680555
11,0.001,0.3798147352893701,0.6130713812465557,0.3749639636644438,0.6363453969240714,0.7765280603852013
12,0.001,0.38149864636780173,0.6193667870569455,0.3569108790525511,0.6102818039295316,0.7565986478042815
13,0.001,0.38247344383362974,0.6227682080591582,0.3606283749615014,0.5715107338028584,0.7258113086565189
14,0.001,0.3800649666384365,0.61689292202864,0.3581975238949227,0.5748036644643415,0.7285152748398971
15,0.001,0.38091455006532454,0.6265231558801237,0.3564952661871244,0.6221066536328383,0.7657729921024486
16,0.001,0.38171074782194714,0.6181311094314688,0.5083888809108201,0.6217878759879855,0.7655827127874595
17,0.001,0.3803982982474766,0.6242680045042549,0.35948047657918664,0.6069481914431039,0.7541319236006108
18,0.001,0.38043873941295603,0.6226136420695281,0.3570992550370414,0.6229047363247084,0.7664123773476138
19,0.001,0.3781519857015503,0.6226986618030144,0.3582223547237545,0.5646206545950713,0.7201449441839648
20,0.001,0.3795949301860306,0.6207123828788379,0.35643060180728,0.6368649892244571,0.77696261908351
21,0.001,0.3799710769331857,0.619920031585552,0.3653138689488672,0.5695515500989404,0.7241719575268266
22,0.001,0.37849293582225113,0.6227199918746285,0.3782768450968758,0.6109018070132927,0.7571860641858099
23,0.001,0.3780742603239049,0.6203985573770702,0.4399118280277572,0.6085220805199635,0.7553035417273558
24,0.001,0.37731807444537624,0.6169474574199524,0.3606747826717419,0.5841394323320659,0.7360011107096349
25,0.001,0.38626574046826095,0.6143162263704471,0.377792930636326,0.5867702402577603,0.738189921588477
26,0.001,0.3815355764681034,0.6130194927047542,0.3565975554162564,0.6110099361005705,0.7572815839158054
27,0.001,0.379903610084164,0.6142532578768171,0.35649044636907523,0.6160607043530496,0.7611733426831786
28,0.001,0.3801259267865942,0.6142933057374826,0.3549842241756077,0.6179546852931994,0.7626378394600472
29,0.001,0.37801926616537435,0.6201289617707895,0.35846106966114577,0.6053981975559518,0.7528441480966285
30,0.001,0.38127280432689054,0.6216248714665659,0.35722044593129076,0.6694171271654494,0.8010255769878696
31,0.001,0.3776518391926637,0.6129239090185726,0.35598635973211107,0.6125818499861931,0.7584695847932322
32,0.001,0.378615246227618,0.6196409995530816,0.3585932108277049,0.6040253400090171,0.7518244422142764
33,0.001,0.37794530760036427,0.6232149278928567,0.3573522029975273,0.6261616726581583,0.768900338713486
34,0.001,0.3775694746984525,0.6185848759227004,0.35529465931753873,0.6081343110648205,0.7549187536123829
35,0.001,0.3775889030500744,0.6178069765634726,0.3628853294769479,0.6671784193438288,0.7993068094765137
36,0.001,0.3778753763671671,0.6180167761215423,0.3566437356964836,0.6226136247942308,0.7661415636510476
37,0.001,0.37807635946220225,0.6181358241227054,0.3663871143450284,0.6880859384742268,0.8142854936789218
38,0.001,0.37933589405055795,0.6167287691854337,0.356738036071788,0.6631814280078681,0.7963810602248191
39,0.001,0.37801117383027344,0.6132880851631393,0.3599766662666917,0.6597357800104978,0.793702715473956
40,0.001,0.37790391359771236,0.6203706793802952,0.3558476365811332,0.6284693758367611,0.7705887145260419
41,0.001,0.3776881727442313,0.6109295606024155,0.461400057350457,0.6175642563975778,0.7622039378184969
42,0.001,0.37744667908448853,0.6146819701549797,0.36574174272281496,0.7112138324013921,0.8304617479833318
43,0.001,0.38117809091391186,0.6212997025301946,0.40612336010906286,0.6011059658535477,0.7494317714642079
44,0.001,0.3770383331045676,0.6223749144158821,0.3949967046689721,0.6277012041433359,0.7699308217816337
45,0.001,0.3772640601637658,0.6186647836087351,0.3546894439105881,0.5996795553780112,0.7482421807342241
46,0.001,0.37741116162263944,0.6190897703166692,0.3552208656039318,0.5798342379927516,0.7324396618785294
47,0.001,0.37728113471791985,0.6232463066325359,0.3544483248081953,0.6292540318362588,0.7712148966092879
48,0.001,0.3768002247709907,0.6175549162354114,0.35881769723732376,0.610791269435992,0.7568824466448381
49,0.001,0.379878600829103,0.6192630177413628,0.3666836319688978,0.7655341712991607,0.8666399478185406
50,0.001,0.3900670347253928,0.6308758433340299,0.36439805806682096,0.6665885994759598,0.7989197448553151
51,0.001,0.38055800336800266,0.6159834856588019,0.38621832605180795,0.6326752343893026,0.7738378953200049
52,0.001,0.37929563701487656,0.6172021800221735,0.38111807447571994,0.6219013848992726,0.7655945417391035
53,0.001,0.3809646452578266,0.6189691983295408,0.36449300110673105,0.6013929803160314,0.7496615626882122
54,0.001,0.3800722057564875,0.6220042953220802,0.36689193721590097,0.6569600597371622,0.7918803965968405
55,0.001,0.37994509993979103,0.6242019536638022,0.3694825443808593,0.6176880811864044,0.7623390943936533
56,0.001,0.3775310611791825,0.6152313317861486,0.3554429333636215,0.6268117423885755,0.7693346010938485
57,0.001,0.3776500981845213,0.6204335555072025,0.35864686050228567,0.674416652312803,0.8044770778717613
58,0.001,0.37723490972532314,0.6176440773353092,0.35545199060573257,0.5910513516095314,0.7414523592789454
59,0.001,0.37751108299145536,0.6236869981830655,0.3549394204629866,0.6131780831286449,0.7587728116341033
60,0.001,0.3767889560608382,0.6151912940808829,0.3647577785912839,0.6362698341500032,0.7764089105481162
61,0.001,0.37698475874206994,0.6189200854901798,0.3546359928626588,0.6360168696762858,0.7762284854210275
62,0.001,0.3787772585166974,0.6133745364258723,0.36287536934101383,0.7063589408109566,0.8270823542760265
63,0.001,0.3788038804038857,0.6273970859685425,0.35691849246371393,0.6169705457895714,0.7617854612521396
64,0.001,0.37705846181076563,0.617230360952649,0.3554997973601911,0.6282556204890226,0.7703894591059871
65,0.001,0.37676044252146496,0.6166096629110946,0.4288132147416056,0.712493018694681,0.831224891472524
66,0.001,0.37646781586194306,0.6232806289404311,0.4028473892691415,0.6163897033295768,0.7613158604132478
67,0.001,0.3762402203813028,0.6158933779233948,0.3554140222805172,0.6188349286617622,0.7632289122222925
68,0.001,0.3781358361913917,0.6188938071533581,0.35587688631185604,0.6069021710926885,0.753936219644401
69,0.001,0.3767642529492968,0.62157060096516,0.3553100284917394,0.633525924895897,0.7743754909201559
70,0.001,0.3817079366090592,0.6311212333260314,0.3676870030730796,0.5264391271253448,0.6878274056290196
71,0.001,0.3769510965166467,0.6171446560498403,0.3565545378450575,0.6336012590559095,0.7742931883032467
72,0.001,0.3768817697013362,0.6165576017785266,0.3552657742074082,0.6736247319683905,0.8040336709448113
73,0.001,0.37694383161456396,0.6219066097600413,0.35434474342362177,0.6167593684948944,0.7616438319338297
74,0.001,0.38081262516004316,0.6310172204992429,0.35744587902250236,0.5762963280005846,0.7295574867849977
75,0.001,0.37804543787843725,0.6161193295308608,0.3685417350111061,0.6694045742861974,0.8008592155259568
76,0.001,0.3803695405132315,0.6229279083334903,0.38170895779599023,0.6490291490111391,0.7858649841903423
77,0.001,0.37723631135533364,0.6225388466989422,0.3561522614356526,0.654451835151831,0.7900450192080898
78,0.001,0.3766190644060628,0.6153238640658516,0.3604343461923759,0.6210582119495963,0.7647840188243819
79,0.001,0.3769118803856748,0.6172874796146227,0.4244405540674092,0.6574046997772222,0.7921934238807629
80,0.001,0.3760847867037473,0.6125457856420831,0.3627161636698845,0.6398394092572081,0.7789255629043157
81,0.001,0.3765071455096261,0.6232260808340975,0.36202085267898093,0.6580966006143918,0.7926967750426748
82,0.001,0.3774043976256017,0.620430397766691,0.35466199930153747,0.6253945273670469,0.7681747596331546
83,0.001,0.37646666403566853,0.6224598662360532,0.3588889820615673,0.6589679043603859,0.7931421507238076
84,0.001,0.3767128594303399,0.6198692403641516,0.3563303218207546,0.5889875773385612,0.7397793526882945
85,0.001,0.3761093049111326,0.619771806850062,0.36170853432996314,0.6232195768157471,0.7666122507975563
86,0.001,0.3769005490990167,0.6179189306576666,0.41334677691566213,0.6464578595375123,0.7839661276513498
87,0.001,0.37642659657122046,0.6191111885066499,0.35717013628123195,0.6048829266076339,0.7524397268404719
88,0.001,0.3770771255151609,0.6270035452560424,0.3561398190493024,0.6958301188548262,0.8197274303513071
89,0.001,0.3859434762362684,0.6262807733073021,0.35684767531949046,0.6141123605751646,0.7595659138864924
90,0.001,0.37954273016265266,0.6189548804930878,0.3817437778971049,0.7026624425868344,0.8244347795904576
91,0.001,0.37923467628071816,0.6178738182434957,0.39586359995037484,0.6175586982084604,0.7622704052087732
92,0.001,0.37701425986008696,0.6140223331894323,0.3569083650018916,0.6258054780248864,0.7683803475703251
93,0.001,0.37674605871519345,0.6157320594926047,0.4166236799522485,0.6255751027926415,0.768348125409156
94,0.001,0.3767801335688387,0.622161786022329,0.35494757930659715,0.603084244298888,0.7509901954289443
95,0.001,0.37711361176177355,0.6208843652416479,0.3549411213597772,0.6106752841552661,0.7569119079576315
96,0.001,0.3762954335366742,0.6163559308433868,0.3957790842269386,0.5933980230468368,0.7433334143926423
97,0.001,0.37661381166302754,0.6216629986969839,0.3648076177309345,0.5957619699577886,0.7451600575878226
98,0.001,0.3768198187933879,0.6205723634798407,0.36571910477883324,0.6789057503730856,0.8076473533565198
99,0.001,0.3758263616414552,0.6155686104446566,0.3696852992366812,0.6708341336620732,0.801833025295826
100,0.001,0.3761481439297119,0.6188462053313575,0.3705321278984986,0.5953480190423607,0.7448223979885849
101,0.001,0.3768673048595364,0.6147931610859307,0.35833711064727614,0.626850919462013,0.7693660142461177
102,0.001,0.37593371395984393,0.6177784197819671,0.3571537386771687,0.6566311704783658,0.7915389668362042
103,0.001,0.375882138445806,0.6231430617798025,0.35851480607879893,0.6328562450679933,0.7738866946354543
104,0.001,0.3760682052273429,0.6202951715039609,0.38727537480146523,0.7303296277131375,0.8433296227521389
105,0.001,0.3756727817353238,0.6195583425828357,0.35448314107996126,0.6305069537984714,0.772146761231727
106,0.001,0.3762717027677579,0.6229274258490404,0.6733329028057653,0.636268928969386,0.7764525958443773
107,0.001,0.37657698285713626,0.6220436035554774,0.3730549053106894,0.6687075607275104,0.8002978332439333
108,0.001,0.37621349849727714,0.6192331699554592,0.3598325623813288,0.6147712669086366,0.7600795235799032
109,0.001,0.3816541824699118,0.6226593842794315,0.3895603947799299,0.7713248347377369,0.8703354148129622
110,0.001,0.3808953613670689,0.6307339519789886,0.36076847567904596,0.573684192378744,0.7275591402766126
111,0.001,0.37781151107857736,0.6127315137387294,0.419261017658191,0.61961550206852,0.7638908906757599
112,0.001,0.37810881361574605,0.6200472401073536,0.4291299724712052,0.5787143804074089,0.7316837909372113
113,0.001,0.3774721376346738,0.6188254383410977,0.35540873827880987,0.6251309306596624,0.7680712614343349
114,0.001,0.3768913198178739,0.6215707958678705,0.5004578922047961,0.665187760990201,0.7978997711941812
115,0.001,0.3771232881928595,0.6188210526471424,0.3569143019907967,0.6269927468005778,0.7695369110322289
116,0.001,0.37628700123744063,0.6187727521760926,0.3560916458428239,0.6265926481581571,0.7691140487467926
117,0.001,0.376065770896633,0.6169840363869712,0.3549415675621459,0.6246292237195689,0.7677016277328595
118,0.001,0.37599839722172596,0.6149291621038795,0.4115630754545414,0.6278391300369663,0.7701297991741274
119,0.001,0.3791587952984853,0.6215455133982831,0.6668094263396449,0.7106525937433134,0.8300870707994363
120,0.001,0.37751387260603103,0.618457328034359,0.3748953583853205,0.6927071733104038,0.8175595939823319
121,0.001,0.37943510192163876,0.6239877423341488,0.35986768150462783,0.6416205602120462,0.7804983176301704
122,0.001,0.376806183896038,0.6218278645951801,0.43219980381054585,0.6019312905875913,0.7501058875391344
123,0.001,0.37624834419301384,0.6199585173791433,0.3555130269274365,0.6339002484898155,0.7747383217109213
124,0.001,0.37585627739683963,0.6171974236567895,0.42230982820414964,0.6663727988853455,0.7987621097530785
125,0.001,0.37572395609001097,0.6183706361742791,0.4269503644724798,0.6764614784059533,0.8060540250561952
126,0.001,0.37780067483695706,0.627082305181986,0.38477905868817974,0.6658236629478339,0.7982444420764904
127,0.001,0.3756066109524684,0.6174313526604236,0.3780115050310529,0.6176047657563272,0.7622205682267793
128,0.001,0.37661315961165376,0.6183872678499376,0.3560814919085476,0.6752319981167422,0.8050338243628457
129,0.001,0.37613017430131357,0.6140146614428236,0.3565988414114414,0.6761803851475591,0.8056524489566202
130,0.001,0.3761824547532904,0.6172382440010713,0.36164178145664366,0.6194847555402341,0.7637314485244446
131,0.001,0.3763589369907473,0.623013487266687,0.35518306760148627,0.6426983257984549,0.7812146318436215
132,0.001,0.37640262956029913,0.620725364591793,0.35786269080705485,0.7009404281576445,0.8232930328192798
133,0.001,0.3764801068084963,0.6238512866050823,0.4386846140110293,0.6449995101769065,0.7829913661862246
134,0.001,0.3758251004004746,0.6221568433374197,0.3937178162556121,0.6186635556555055,0.7629951720007565
135,0.001,0.3754462276616793,0.619333514942377,0.4351930641595212,0.6331536005154305,0.7740267876733976
136,0.001,0.3767112187538924,0.625371313175877,0.3557291343891421,0.6875237527537514,0.8139311557709729
137,0.001,0.37594550526753234,0.6219010169619154,0.4334839679009422,0.674241132222362,0.804285083471855
